The droid explains that although he is not programmed for death, he considers it extremely rude to fire your weapon indoors. He cautions you against doing so again.	機器人解釋說，雖然他沒有被設定成要致人於死，但他認為在室內開槍非常沒禮貌，並警告你以後別再這樣。
He did warn you!	他確實警告過你了！
There are no Sariens here! Perhaps you mean to speak with the Droid?	這裡沒有沙利安人！你是不是想找機器人講話？
"Stop, thief!" shouts the Droid as he notices you sneaking out suspiciously and observes that a gas grenade has been taken. Before you can explain that you were just taking it outside for a better look, the Droid evaporates you.	機器人注意到你鬼鬼祟祟溜出去，還發現少了一顆瓦斯手榴彈，於是大喊：「站住，小偷！」你還來不及解釋自己只是想拿出去看清楚一點，機器人就把你蒸發掉了。
You already have the pulseray.	你已經有雷射槍了。
Are you crazy!!! If the droid catches you with the stolen grenade, you're dead meat!	你瘋了嗎！！！要是被機器人抓到你身上有偷來的手榴彈，你就死定了！
You do not possess a valid Sarien I.D. card.	你沒有有效的沙利安人識別卡。
Press F6 when you want to fire the Pulseray.	想開雷射槍的時候按 F6。
Open the door first.	先把門打開。
Somehow, you manage to survive the rinse cycle. As you emerge from the cleaning unit you notice that you are dressed in a Sarien battle uniform. What a stroke of genius. Now you can wander throughout the ship without calling attention to yourself.	不知怎地，你居然撐過了沖洗程序。從洗衣機裡爬出來時，你發現自己已經換上了一身沙利安人戰鬥服。這下真是神來一筆，你現在可以在艦上到處閒晃，不怕引人注意了。
You certainly don't want to do that again! You've got lives to save!	你絕對不會想再做一次！你還有小命要保住呢！
You hear footsteps coming from outside the door!	你聽到門外傳來腳步聲！
Too late!	太遲了！
It's not open.	它沒開。
It`s already open.	它已經開了。
It's already closed.	它已經關了。
That would not be beneficial.	那樣做沒有好處。
It won't budge.	它動都不動。
You are in the ship's laundry facilities.	你在船上的洗衣間。
The door is closed.	門是關著的。
On the north wall there appears to be a large laundry cleaning unit.	北牆邊似乎有一台大型洗衣機。
The laundry cleaning unit is not being used at this time.	這台洗衣機目前沒有在使用。
The window on the door is too dirty to see inside.	門上的窗戶太髒了，看不到裡面。
You are not close enough to see inside.	你離得不夠近，看不到裡面。
Just as you open the door, you suddenly hear the sound of footsteps coming.	你才剛把門打開，就突然聽到腳步聲靠近。
Someone might be coming.  You don't have time to be standing around.	可能有人要來了，你沒時間杵在這裡發呆。
It's a little big, but it will have to do.	是大了一點，但將就著用吧。
It looks high.	看起來滿高的。
It is completely dark on the other side of the vent.	通風口的另一側一片漆黑。
Well %s1, it certainly appears as though you're about to become all washed up!	這下好了，%s1，看來你就要被洗個徹底啦！
You don't know how.	你不知道該怎麼做。
It's too late to hide! You hear someone coming!	躲已經來不及了！你聽到有人過來了！
It's awfully wet in here.	這裡濕得要命。
The door is open.	門是開著的。
It is too dark inside the trunk to see anything.	箱子裡太暗了，什麼都看不見。
It is too dark to make out any detail.	太暗了，看不清楚任何細節。
It seems no different than all the other doors aboard this ship.	這扇門看起來跟艦上其他門沒兩樣。
It has a small sign on it.	上面掛著一張小標示牌。
Out of Order.	故障中。
How?	怎麼做？
Seen one door, seen them all.	看過一扇門，就等於看過全部的門。
Emergency Exit. Luckily for you, the elevator has been repaired.	緊急出口。算你走運，電梯已經修好了。
You are aboard the Sarien spaceship. There are two elevators here.	你在沙利安人的太空船上，這裡有兩座電梯。
There are two elevators along the back wall.	後牆邊有兩座電梯。
You are wandering through the Sarien spaceship.	你正在沙利安人的太空船裡四處閒晃。
It is just another elevator.	只是另一座電梯而已。
These Sariens are scum, but they sure know how to build a spaceship.	這些沙利安人雖然是人渣，但太空船倒是造得有一套。
Be careful! You hear footsteps and muffled voices from beyond the door.	小心點！你聽到門外傳來腳步聲和悶悶的說話聲。
The sounds have temporarily gone away.	那些聲音暫時消失了。
You have no need to do that.	你沒必要這麼做。
You peer through the small window in the door. You think you see someone standing in the hallway. Perhaps this isn't a good time to leave this part of the ship.	你從門上的小窗往外看，好像看到走廊上站著一個人。現在恐怕不是離開這一區的好時機。
You peer through the doorway and see a Sarien guard standing in the hallway. He does not look too friendly.	你從門口望出去，看到走廊上站著一名沙利安守衛，看起來不太好惹。
You hear strange voices coming toward you!	你聽到奇怪的說話聲正朝你靠近！
You climb into the trunk. The lid pounds shut above you.	你爬進箱子裡，蓋子在你頭頂重重蓋上。
You hear voices, muffled, then louder.	你聽到說話聲，先是悶悶的，接著越來越大聲。
You suddenly feel the trunk lift off	你忽然感覺到箱子被抬離
the deck and the sensation of	地面，還有一陣
movement.	晃動的感覺。
After a few minutes, the trunk thuds to	過了幾分鐘，箱子重重摔落
the floor, causing you to see stars in	地面，撞得你眼冒金星、一片
the darkness. The voices sound farther	漆黑。說話聲越來越遠
away, then gone.	最後完全消失。
You are standing in a large, empty room within the Sarien ship. On one wall is a vent.	你站在沙利安人太空船裡一間空蕩蕩的大房間，牆上有個通風口。
You are standing in a large, empty room within the Sarien ship. On one wall is a vent. There is some sort of trunk on the floor.	你站在沙利安人太空船裡一間空蕩蕩的大房間，牆上有個通風口，地上還放著一個像是箱子的東西。
Perhaps if you stood closer to the door.	也許你該站得離門近一點。
Against the back wall are several large pipes. On the left wall is a vent.	後牆邊立著幾根大水管，左牆上有個通風口。
You can't see into the vent from there.	你從那裡看不進通風口。
There doesn't seem to be anything special about the container.	這個容器看起來沒什麼特別的。
The door is tightly sealed.	門被緊緊封死了。
The door is not impressed.	門一點反應都沒有。
You are in a hallway aboard the Deltaur.	你在代爾它號的走廊上。
The walls are no different here than in the rest of the ship.	這裡的牆壁跟艦上其他地方沒什麼不同。
It is just an average door.	只是一扇普通的門。
